,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
State,Alaska,Alabama,Arkansas,Arizona,California,Colorado,Connecticut,District of Columbia,Delaware,Florida,Georgia,Hawaii,Iowa,Idaho,Illinois,Indiana,Kansas,Kentucky,Louisiana,Massachusetts,Maryland,Maine,Michigan,Minnesota,Missouri,Mississippi,North Carolina,Nebraska,New Hampshire,New Jersey,Nevada,New York,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Virginia,Vermont,Washington,Wisconsin,West Virginia
StateAbbrev,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,NC,NE,NH,NJ,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV
11/30/2016,304064,122221,113726,226682,496280,346080,256268,641171,240921,218114,165094,664630,138685,209630,186202,128973,132527,126154,160079,383432,295592,204288,138571,222625,140212,112808,172264,147153,258237,317172,246997,236401,126706,117398,314717,171303,267410,163668,179277,153201,179889,277612,260105,235975,334246,168227,97069
12/31/2016,304255,122644,114095,227961,498524,348494,257220,644907,241988,219489,166031,667727,139194,211092,187121,129412,133017,126781,160217,385277,296447,205271,139430,223779,140902,113107,173198,147903,259095,317795,246591,237484,127408,117777,317107,172019,267942,164409,180246,154173,181071,279841,261053,236537,337237,169052,97160
1/31/2017,304403,122960,114485,228920,500970,351243,258137,651402,242909,220946,166813,670499,139807,211911,188098,129848,133539,127301,160442,386929,297649,206284,140271,224739,141611,113453,174086,148656,260189,318643,247380,238439,128142,117976,319376,172510,268428,164929,181201,155020,182137,281928,262050,237040,340249,169924,97205
2/28/2017,304235,123217,114849,230070,503616,353973,258730,656027,243332,222278,167664,672914,140416,213124,188847,130453,134114,127798,160584,387812,298682,207091,141161,225735,142321,113740,174903,149641,262311,319315,248187,239156,128821,118218,322057,172952,269140,165563,182161,155764,183198,283892,263148,237449,343181,170814,97311
3/31/2017,304097,123503,115267,231430,506770,356823,259338,660543,243158,223679,168512,675347,141020,214312,189720,131191,134752,128406,161069,388910,299667,207960,142178,226961,143083,114030,175805,150802,264304,320454,251384,239765,129444,118442,324304,173374,270217,166103,182950,156637,184122,286151,264066,237903,346185,171725,97428
4/30/2017,303861,123825,115622,232753,509643,359258,260151,661594,242434,225224,169416,678674,141566,216443,190535,132017,135433,129082,161621,390839,300387,209139,143221,228480,143788,114367,176776,151986,265985,321124,253750,240638,130106,118869,326721,174101,272601,166943,183736,157703,185111,288695,264993,238450,349547,172676,97649
5/31/2017,304089,124161,116050,233962,512930,361532,260994,661387,242127,226760,170326,683806,142074,218236,191305,132819,135927,129810,162241,393186,300869,210456,144369,230183,144324,114715,177723,152897,266656,322458,256198,241792,130757,119277,328584,174874,275287,167661,184544,158840,185946,291213,265628,239289,352903,173620,97904
6/30/2017,304585,124411,116438,235408,516470,363754,261801,660808,242218,228297,171369,687943,142597,220168,191903,133558,136306,130474,162563,395825,301693,211922,145359,231763,144894,114985,178539,153625,267698,323165,258674,243155,131428,119658,330183,175625,277975,168452,185486,159967,186809,293773,266372,240348,356333,174639,98215
7/31/2017,305140,124706,116987,237148,519414,365682,262667,662071,242531,229669,172531,691289,143066,222020,192416,134165,136719,131155,162887,398454,302130,213388,146185,233104,145458,115235,179247,154326,269108,324306,262093,244295,132010,119928,331551,176350,279786,169173,186403,161070,187576,296082,266991,241237,359819,175638,98555
8/31/2017,305359,125099,117523,238330,522146,367518,263631,663294,243305,231181,173661,692125,143562,223977,193097,134845,137259,131807,163190,400411,303086,214466,147042,234112,146160,115499,180048,155044,270814,325557,265012,245312,132766,120236,333196,177093,281028,169910,187219,162169,188357,298551,267733,242470,363169,176648,98953
9/30/2017,306191,125644,118008,239670,525135,369486,264724,665621,244262,232647,174995,694620,144060,226105,193862,135496,137906,132487,163622,402387,303993,215328,147924,235145,147016,115840,180925,155856,272424,327022,268585,246246,133562,120645,334961,177912,281904,170586,187966,163128,189199,300391,268425,243706,366185,177518,99360
10/31/2017,307692,126148,118411,241030,528581,371785,265601,669043,245439,234112,176275,697820,144529,228020,194724,136367,138561,133102,164027,403912,305380,216070,148884,236091,147861,116197,182007,156784,274043,328315,272657,247202,134461,121111,336701,178769,283433,171255,188601,164047,190194,302361,269246,245350,369341,178277,99836
11/30/2017,308747,126543,118841,242644,532687,373970,266642,671899,246181,235473,177698,702568,145053,230239,195525,137198,139309,133856,164575,406265,306775,216851,149884,237401,148660,116584,183042,157819,276061,329547,277109,248280,135232,121531,338586,179536,285785,171988,189285,164994,191198,304331,270178,246719,372338,179165,100355
12/31/2017,308898,127056,119333,243970,536931,376581,267188,675085,246407,236839,179055,706151,145598,232323,196387,138081,140064,134560,165135,408259,308025,217653,150873,238850,149361,116892,184130,158853,277956,330766,281246,249239,135952,121937,340399,180280,288312,172740,189806,166015,192110,306817,270947,248008,375954,180271,100780
1/31/2018,307940,127575,119829,245465,541391,378876,267523,676565,246454,237871,180478,709263,145978,234674,197226,138742,140784,135324,165839,410376,308589,218942,152095,240470,150070,117227,185214,159740,279650,332193,284104,250381,136440,122299,342147,181132,290551,173717,190377,167008,192905,308891,271842,249059,379411,181578,101146
2/28/2018,307138,128138,120356,247301,545813,381104,267514,681675,247375,239007,181805,712155,146303,237011,197877,139472,141395,135998,166421,412835,309325,220597,153349,242084,150714,117585,186343,160593,280508,333650,287382,251473,137084,122500,344219,182016,292199,174707,190927,168106,193733,311470,272392,249873,383424,182690,101460
3/31/2018,306432,128616,120832,249059,549622,383078,267832,680741,249063,240385,182943,714806,146615,239462,198242,140321,141916,136644,166678,415309,310102,222363,154566,243694,151465,117932,187378,161246,281685,334909,289485,252586,137788,122697,346537,183223,293828,175895,191680,169086,194714,313906,273234,250329,387059,183838,101751
4/30/2018,305562,129135,121336,250767,552438,385553,268156,682006,251035,241989,184118,717414,147157,242063,198570,141307,142430,137179,166668,417086,311457,223234,155590,245102,152283,118224,188278,162025,282918,336347,292186,253553,138766,122897,348653,184277,294811,176834,192456,170082,195812,316917,273931,250924,390538,184855,101981
5/31/2018,305958,129708,121754,252275,554522,388313,268519,683192,252648,243604,185367,718581,147726,245126,199009,142204,143033,137624,166456,418307,312469,224009,156464,246201,153167,118557,189262,162893,284256,337147,294667,254461,139638,123233,350415,185277,295725,177716,193413,171029,196868,319660,274968,251525,393235,186056,102111
6/30/2018,306502,130310,122144,253717,556460,390894,269076,690441,253698,244935,186711,719825,148094,248591,199621,143113,143634,138100,166496,419577,313407,224766,157437,247082,153967,118964,190296,163837,285472,338202,298207,255464,140448,123432,352141,185889,296443,178481,194339,172066,197887,322056,275873,251685,395416,187015,102239
7/31/2018,307650,130935,122488,254958,558645,393248,269579,697634,254609,246189,188007,721133,148458,251984,200117,144108,144091,138637,166483,421315,314402,225842,158425,247971,154776,119421,191471,164597,286526,338775,301785,256678,141199,123655,354066,186481,297292,179272,195343,173144,198800,324541,276771,252224,396941,187950,102328
8/31/2018,307664,131510,122790,256197,560282,395281,270212,702589,255170,247395,189236,723726,148817,254703,200573,145048,144496,139145,166724,422875,315058,226947,159499,249164,155624,119822,192574,165319,288175,339566,305704,258007,141841,123889,355560,187062,298753,180069,196272,174153,199752,326749,277412,252531,398455,188699,102389
9/30/2018,307785,132054,123162,257670,561327,397229,270471,706857,255682,248640,190396,725163,149330,257060,201114,145829,144954,139602,166829,423736,315535,227883,160430,250240,156270,120268,193621,166026,289560,340513,308299,259365,142420,124189,356894,187723,300011,180902,197262,175142,200542,329296,277988,253338,400315,189608,102520
10/31/2018,309467,132555,123529,258915,562110,399242,270774,710592,256274,249811,191569,725735,149809,259533,201616,146399,145473,140039,167073,424585,315803,228659,161334,251375,156869,120688,194474,166747,290848,341504,309773,260540,142984,124543,357754,188322,300818,181648,198311,176102,201472,332066,278548,253825,402294,190447,102628
11/30/2018,311298,133099,124033,260057,562891,401367,270709,715054,257225,250932,192780,725701,150233,262445,202095,147163,146134,140383,167035,425083,316348,229345,162124,252318,157428,121097,195415,167539,291516,342466,310185,261501,143726,124859,359041,189022,300679,182448,199313,176961,202291,334782,279354,254421,403887,191330,102943
12/31/2018,312758,133514,124558,261050,562820,402706,271106,718057,258175,252116,193897,725938,150638,265215,202351,148085,146707,140806,166852,426115,316996,230265,163094,253300,158171,121477,196366,168421,292480,343026,311604,262315,144491,125228,360214,189690,300768,183254,200229,177806,203278,337293,280397,254993,404679,192019,103273
1/31/2019,312736,133989,125077,262288,562344,403464,270918,720163,259196,253210,194869,726247,151116,268020,202458,149167,147284,141309,166587,426618,317843,230581,163838,254301,158912,121821,197426,169287,293504,343316,313013,263086,145306,125496,361495,190428,301029,184062,201043,178721,204240,339467,281415,255565,405524,192627,103662
2/28/2019,315157,134472,125478,263472,561231,404449,271340,719938,259406,253941,195655,726607,151745,270173,202730,149936,147733,141988,166574,426994,318495,230968,164599,255199,159618,122261,198293,169953,294392,343500,314382,263868,146021,126020,362258,191130,301348,184780,201685,179528,205167,341444,282455,256724,405956,193398,103990
3/31/2019,317841,134991,125813,264527,560722,405353,271441,724683,259547,254358,196605,726995,152303,272643,203007,150607,148185,142595,166737,426947,318782,231163,165119,255855,160162,122731,199117,170609,294857,343809,314444,264710,146718,126468,362465,191585,301874,185266,202321,180300,205770,343041,283362,257863,406439,194264,104314
4/30/2019,321433,135476,126169,265203,560995,406200,271849,729052,259502,254767,197563,727274,152740,274643,203355,151165,148642,143234,166902,427121,318748,232046,165683,256440,160648,123271,199953,171279,295278,344179,314796,265436,147244,126949,362690,192016,302471,185801,202925,180934,206192,344263,284283,258849,406686,195263,104681
5/31/2019,322265,135955,126555,266055,561637,406449,271948,733630,259539,255204,198540,727176,153046,276665,203598,151907,149080,143868,167148,427327,318877,232816,166258,257127,161182,123716,200794,171986,296312,344716,315013,266169,147791,127298,363092,192526,303187,186338,203477,181710,206662,345340,285075,259470,407659,196036,105012
6/30/2019,323118,136491,127013,267246,562386,407102,271993,734174,259731,255766,199331,727216,153544,278180,203835,152562,149633,144527,167390,427745,319176,233740,166946,258140,161770,124129,201657,172665,297409,345291,314619,266732,148422,127810,363944,193275,303801,187016,203995,182441,207244,346832,285915,260592,409160,196834,105377
7/31/2019,323206,137034,127431,268612,563398,407985,272027,734009,259851,256449,200102,727326,154045,279801,204142,153197,150263,145136,167699,428032,319564,234575,167705,259185,162325,124511,202470,173460,298543,346019,313810,267217,149138,128383,364705,194047,304719,187708,204477,183145,207904,348326,286818,261481,411107,197675,105743
8/31/2019,324163,137592,127899,270270,564896,409100,271967,735567,260015,257111,200931,727140,154525,282020,204371,153849,150878,145771,167863,428824,320026,235553,168390,260090,162782,124920,203310,174268,299134,346545,313051,267654,149836,128964,365737,194797,305410,188361,205067,183919,208526,350081,287846,262380,413263,198608,106091
9/30/2019,324420,138138,128338,271740,566911,410238,272177,737117,260136,257807,201723,726770,154883,284441,204487,154644,151398,146431,168098,430097,320549,236768,169140,261104,163308,125260,204160,175029,300032,346884,313054,268098,150560,129481,366808,195468,306214,188995,205622,184786,209208,351797,288922,262904,415388,199455,106375
10/31/2019,322877,138748,128814,273403,569019,411177,272390,738695,260016,258590,202482,726659,155255,286922,204550,155499,151871,147116,168288,431656,321063,238241,169880,262110,163857,125624,205072,175725,301073,347264,313880,268639,151239,129956,368321,196157,307172,189684,206197,185726,209696,353279,289949,263483,417540,200373,106632
11/30/2019,321087,139404,129169,275153,571142,412016,272737,739461,259757,259429,203101,726350,155618,288939,204609,156232,152198,147801,168677,433125,321331,239852,170716,263126,164431,125980,205940,176331,302575,347722,315209,269259,151832,130518,369477,196798,308560,190311,206780,186743,210191,354675,290684,264080,420109,201218,106695
12/31/2019,319754,140138,129477,277367,574142,413219,272955,740966,259632,260224,203770,726112,155947,291208,204767,156824,152584,148449,169226,434599,321649,241491,171450,264071,164925,126382,206774,176866,304080,348517,316317,269990,152421,131073,370727,197446,309855,190927,207515,187767,210559,355969,291276,264703,423181,202100,106761
1/31/2020,319753,140881,129787,279482,577601,414960,273721,743270,259505,261244,204525,725884,156262,293472,205009,157397,152985,149025,169794,436598,322085,243485,172261,264968,165399,126780,207537,177484,305718,349410,317782,270660,153087,131792,371987,198035,311201,191473,208316,188809,211003,357764,291795,265440,426520,202911,106796
2/29/2020,317470,141646,130180,281581,581867,416567,274261,745717,259586,262536,205432,725541,156466,296233,205222,158142,153530,149507,170279,438822,322627,245445,173050,265970,165921,127092,208447,178232,307795,350433,319070,271355,153767,132416,373472,198650,312770,192063,209269,189944,211434,359461,292441,265826,430155,203670,106871
3/31/2020,314518,142463,130638,283974,586271,418359,274918,747179,259392,263965,206277,725070,156707,298730,205522,158876,154107,150034,170762,441507,323466,247668,174044,267135,166494,127371,209429,179044,310210,351382,321471,271984,154443,133143,375428,199311,314180,192752,210171,191179,212043,361473,293064,266352,434222,204311,106928
